<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
FOLD-O-980231,20190227,87.00,87.00,87.00,87.00,7538550,50,1,D,90.00,87.00
FOLD-O-980231,20190226,90.00,90.00,90.00,90.00,13500000,150,2,D,105.00,90.00
FOLD-O-980231,20190225,102.00,115.00,102.00,105.00,188200000,1800,18,D,60.00,115.00
FOLD-O-980231,20190224,60.00,60.00,60.00,60.00,30000000,500,5,D,1.00,60.00
